Parameters:	0,0,0
t	theta	Omega	
0	0.2	0
1	0.108333	-0.166667
2	-0.0802083	-0.180556
3	-0.193909	-0.0309606
4	-0.130835	0.144821
5	0.0498151	0.187473
6	0.183211	0.0600355
7	0.149269	-0.120157
8	-0.0192765	-0.189476
9	-0.168338	-0.0865688
10	-0.163324	0.09339
11	-0.010642	0.186689
12	0.14981	0.109992
13	0.172807	-0.0652628
14	0.039218	-0.179356
15	-0.128221	-0.129833
16	-0.177647	0.0365242
17	-0.0657886	0.167823
18	0.104217	0.145728
19	0.177891	-0.00791159
20	0.0897646	-0.152528
21	-0.0784841	-0.157423
22	-0.173698	-0.0198674
23	-0.110643	0.133987
24	0.0517243	0.164778
25	0.165333	0.0461514
26	0.128015	-0.112779
27	-0.0246408	-0.167767
28	-0.153153	-0.07034
29	-0.141575	0.0895269
