Parameters:	0.5,0.5,0.667
t	theta	Omega	
0	0.2	0
0.5	0.233247	0.122982
1	0.309718	0.168302
1.5	0.386029	0.122549
2	0.419184	-9.50096e-05
2.5	0.378712	-0.16527
3	0.254119	-0.329326
3.5	0.0566597	-0.450653
4	-0.184124	-0.498945
4.5	-0.427607	-0.460742
5	-0.631003	-0.340735
5.5	-0.757944	-0.159242
6	-0.785068	0.0530283
6.5	-0.70561	0.261478
7	-0.529728	0.433966
7.5	-0.281938	0.545888
8	0.00352384	0.583308
8.5	0.288372	0.543961
9	0.535946	0.436333
9.5	0.716045	0.277324
10	0.808374	0.0890965
10.5	0.804324	-0.104282
11	0.707143	-0.279922
11.5	0.530698	-0.418589
12	0.297181	-0.506424
12.5	0.0341613	-0.535872
13	-0.228648	-0.505904
13.5	-0.462578	-0.421627
14	-0.642877	-0.293422
14.5	-0.751051	-0.135721
