Parameters:	1,0,0
t	theta	Omega	
0	0.2	0
0.5	0.179167	-0.0755208
1	0.131986	-0.106791
1.5	0.0779131	-0.105181
2	0.0300804	-0.0839282
2.5	-0.0047446	-0.0548525
3	-0.0249629	-0.0266346
3.5	-0.0324199	-0.00437672
4	-0.0306955	0.00997376
4.5	-0.0237319	0.0167594
5	-0.0149314	0.0176465
5.5	-0.00671267	0.0147831
6	-0.000431272	0.0101958
6.5	0.00346362	0.0054466
7	0.00515948	0.00151471
7.5	0.005194	-0.00116328
8	0.0042137	-0.00256412
8.5	0.00280655	-0.00291991
9	0.00141163	-0.00257295
9.5	0.000293029	-0.00186641
10	-0.00044226	-0.00107788
10.5	-0.000803203	-0.000391589
11	-0.000867402	0.00010036
11.5	-0.000739151	0.000379544
12	-0.000518839	0.000475797
12.5	-0.00028513	0.000442488
13	-8.83438e-05	0.000336976
13.5	4.81023e-05	0.00020799
14	0.00012163	8.96228e-05
14.5	0.000142802	5.1732e-07
