Parameters:	0,0,0
t	theta	Omega	
0	0.2	0
0.5	0.175521	-0.0958333
1	0.108118	-0.168207
1.5	0.0142851	-0.199426
2	-0.0830216	-0.181862
2.5	-0.160002	-0.119822
3	-0.197833	-0.0284882
3.5	-0.18727	0.0697937
4	-0.130906	0.150985
4.5	-0.0425368	0.195231
5	0.0562175	0.191717
5.5	0.141201	0.141314
6	0.191632	0.0563592
6.5	0.195183	-0.0423627
7	0.150994	-0.130703
7.5	0.0698848	-0.187057
8	-0.0283	-0.197648
8.5	-0.119543	-0.159896
9	-0.181528	-0.0830449
9.5	-0.199102	0.0141017
10	-0.167976	0.107779
10.5	-0.0957723	0.175076
11	-0.000159771	0.199538
11.5	0.0954717	0.175192
12	0.167732	0.108002
12.5	0.198954	0.0144114
13	0.181508	-0.0826845
13.5	0.119673	-0.159537
14	0.0285804	-0.197353
14.5	-0.0694829	-0.186893
