0.009901 	 6.39934e-05 
0.019802 	 6.36733e-05 
0.029703 	 6.33555e-05 
0.039604 	 6.30399e-05 
0.049505 	 6.27266e-05 
0.059406 	 6.24154e-05 
0.069307 	 6.21065e-05 
0.079208 	 6.17997e-05 
0.089109 	 6.14951e-05 
0.099010 	 6.11927e-05 
0.108911 	 6.08924e-05 
0.118812 	 6.05941e-05 
0.128713 	 6.0298e-05 
0.138614 	 6.0004e-05 
0.148515 	 5.9712e-05 
0.158416 	 5.94221e-05 
0.168317 	 5.91342e-05 
0.178218 	 5.88483e-05 
0.188119 	 5.85645e-05 
0.198020 	 5.82826e-05 
0.207921 	 5.80027e-05 
0.217822 	 5.77247e-05 
0.227723 	 5.74487e-05 
0.237624 	 5.71746e-05 
0.247525 	 5.69024e-05 
0.257426 	 5.66321e-05 
0.267327 	 5.63637e-05 
0.277228 	 5.60972e-05 
0.287129 	 5.58325e-05 
0.297030 	 5.55697e-05 
0.306931 	 5.53087e-05 
0.316832 	 5.50495e-05 
0.326733 	 5.47921e-05 
0.336634 	 5.45364e-05 
0.346535 	 5.42826e-05 
0.356436 	 5.40305e-05 
0.366337 	 5.37801e-05 
0.376238 	 5.35315e-05 
0.386139 	 5.32846e-05 
0.396040 	 5.30394e-05 
0.405941 	 5.27959e-05 
0.415842 	 5.25541e-05 
0.425743 	 5.23139e-05 
0.435644 	 5.20754e-05 
0.445545 	 5.18385e-05 
0.455446 	 5.16033e-05 
0.465347 	 5.13696e-05 
0.475248 	 5.11376e-05 
0.485149 	 5.09071e-05 
0.495050 	 5.06783e-05 
0.504950 	 5.0451e-05 
0.514851 	 5.02252e-05 
0.524752 	 5.0001e-05 
0.534653 	 4.97784e-05 
0.544554 	 4.95572e-05 
0.554455 	 4.93376e-05 
0.564356 	 4.91195e-05 
0.574257 	 4.89028e-05 
0.584158 	 4.86876e-05 
0.594059 	 4.84739e-05 
0.603960 	 4.82616e-05 
0.613861 	 4.80508e-05 
0.623762 	 4.78414e-05 
0.633663 	 4.76334e-05 
0.643564 	 4.74269e-05 
0.653465 	 4.72217e-05 
0.663366 	 4.70179e-05 
0.673267 	 4.68155e-05 
0.683168 	 4.66145e-05 
0.693069 	 4.64148e-05 
0.702970 	 4.62165e-05 
0.712871 	 4.60195e-05 
0.722772 	 4.58238e-05 
0.732673 	 4.56294e-05 
0.742574 	 4.54364e-05 
0.752475 	 4.52446e-05 
0.762376 	 4.50542e-05 
0.772277 	 4.4865e-05 
0.782178 	 4.46771e-05 
0.792079 	 4.44904e-05 
0.801980 	 4.4305e-05 
0.811881 	 4.41208e-05 
0.821782 	 4.39379e-05 
0.831683 	 4.37562e-05 
0.841584 	 4.35757e-05 
0.851485 	 4.33963e-05 
0.861386 	 4.32182e-05 
0.871287 	 4.30413e-05 
0.881188 	 4.28656e-05 
0.891089 	 4.2691e-05 
0.900990 	 4.25176e-05 
0.910891 	 4.23453e-05 
0.920792 	 4.21741e-05 
0.930693 	 4.20041e-05 
0.940594 	 4.18353e-05 
0.950495 	 4.16675e-05 
0.960396 	 4.15009e-05 
0.970297 	 4.13353e-05 
0.980198 	 4.11709e-05 
0.990099 	 4.10075e-05 
