0.000999 	 0.000999 	 0.000999 	 -4.184122
0.001998 	 0.001998 	 0.001998 	 -4.184343
0.002997 	 0.002997 	 0.002997 	 -4.184563
0.003996 	 0.003996 	 0.003996 	 -4.184783
0.004995 	 0.004995 	 0.004995 	 -4.185004
0.005994 	 0.005994 	 0.005994 	 -4.185224
0.006993 	 0.006993 	 0.006993 	 -4.185444
0.007992 	 0.007992 	 0.007992 	 -4.185664
0.008991 	 0.008991 	 0.008991 	 -4.185884
0.009990 	 0.009990 	 0.009990 	 -4.186104
0.010989 	 0.010988 	 0.010988 	 -4.186324
0.011988 	 0.011987 	 0.011987 	 -4.186544
0.012987 	 0.012986 	 0.012986 	 -4.186764
0.013986 	 0.013985 	 0.013985 	 -4.186983
0.014985 	 0.014983 	 0.014983 	 -4.187203
0.015984 	 0.015982 	 0.015982 	 -4.187423
0.016983 	 0.016981 	 0.016981 	 -4.187643
0.017982 	 0.017979 	 0.017979 	 -4.187862
0.018981 	 0.018978 	 0.018978 	 -4.188082
0.019980 	 0.019976 	 0.019976 	 -4.188301
0.020979 	 0.020974 	 0.020974 	 -4.188521
0.021978 	 0.021973 	 0.021973 	 -4.188740
0.022977 	 0.022971 	 0.022971 	 -4.188960
0.023976 	 0.023969 	 0.023969 	 -4.189179
0.024975 	 0.024967 	 0.024967 	 -4.189398
0.025974 	 0.025965 	 0.025965 	 -4.189617
0.026973 	 0.026963 	 0.026963 	 -4.189837
0.027972 	 0.027961 	 0.027961 	 -4.190056
0.028971 	 0.028959 	 0.028959 	 -4.190275
0.029970 	 0.029956 	 0.029956 	 -4.190494
0.030969 	 0.030954 	 0.030954 	 -4.190713
0.031968 	 0.031951 	 0.031951 	 -4.190932
0.032967 	 0.032949 	 0.032949 	 -4.191151
0.033966 	 0.033946 	 0.033946 	 -4.191370
0.034965 	 0.034943 	 0.034943 	 -4.191589
0.035964 	 0.035940 	 0.035940 	 -4.191807
0.036963 	 0.036937 	 0.036937 	 -4.192026
0.037962 	 0.037934 	 0.037934 	 -4.192245
0.038961 	 0.038931 	 0.038931 	 -4.192463
0.039960 	 0.039927 	 0.039927 	 -4.192682
0.040959 	 0.040924 	 0.040924 	 -4.192901
0.041958 	 0.041920 	 0.041920 	 -4.193119
0.042957 	 0.042916 	 0.042916 	 -4.193338
0.043956 	 0.043912 	 0.043912 	 -4.193556
0.044955 	 0.044908 	 0.044908 	 -4.193774
0.045954 	 0.045904 	 0.045904 	 -4.193993
0.046953 	 0.046900 	 0.046900 	 -4.194211
0.047952 	 0.047895 	 0.047895 	 -4.194429
0.048951 	 0.048890 	 0.048890 	 -4.194647
0.049950 	 0.049886 	 0.049886 	 -4.194865
0.050949 	 0.050881 	 0.050881 	 -4.195083
0.051948 	 0.051875 	 0.051875 	 -4.195302
0.052947 	 0.052870 	 0.052870 	 -4.195520
0.053946 	 0.053865 	 0.053865 	 -4.195737
0.054945 	 0.054859 	 0.054859 	 -4.195955
0.055944 	 0.055853 	 0.055853 	 -4.196173
0.056943 	 0.056847 	 0.056847 	 -4.196391
0.057942 	 0.057841 	 0.057841 	 -4.196609
0.058941 	 0.058835 	 0.058835 	 -4.196826
0.059940 	 0.059828 	 0.059828 	 -4.197044
0.060939 	 0.060821 	 0.060821 	 -4.197262
0.061938 	 0.061814 	 0.061814 	 -4.197479
0.062937 	 0.062807 	 0.062807 	 -4.197697
0.063936 	 0.063800 	 0.063800 	 -4.197914
0.064935 	 0.064792 	 0.064792 	 -4.198132
