0.009901 	 0.009900 	 0.009901 	 -2.193865
0.019802 	 0.019797 	 0.019798 	 -2.196042
0.029703 	 0.029688 	 0.029690 	 -2.198216
0.039604 	 0.039570 	 0.039572 	 -2.200384
0.049505 	 0.049439 	 0.049442 	 -2.202548
0.059406 	 0.059293 	 0.059297 	 -2.204708
0.069307 	 0.069128 	 0.069133 	 -2.206863
0.079208 	 0.078941 	 0.078946 	 -2.209013
0.089109 	 0.088728 	 0.088733 	 -2.211159
0.099010 	 0.098485 	 0.098491 	 -2.213301
0.108911 	 0.108210 	 0.108216 	 -2.215437
0.118812 	 0.117897 	 0.117904 	 -2.217569
0.128713 	 0.127543 	 0.127551 	 -2.219697
0.138614 	 0.137144 	 0.137153 	 -2.221820
0.148515 	 0.146697 	 0.146705 	 -2.223938
0.158416 	 0.156196 	 0.156205 	 -2.226052
0.168317 	 0.165638 	 0.165647 	 -2.228161
0.178218 	 0.175017 	 0.175028 	 -2.230266
0.188119 	 0.184331 	 0.184342 	 -2.232366
0.198020 	 0.193573 	 0.193585 	 -2.234461
0.207921 	 0.202740 	 0.202752 	 -2.236552
0.217822 	 0.211827 	 0.211839 	 -2.238638
0.227723 	 0.220828 	 0.220840 	 -2.240720
0.237624 	 0.229738 	 0.229751 	 -2.242797
0.247525 	 0.238553 	 0.238567 	 -2.244869
0.257426 	 0.247267 	 0.247281 	 -2.246937
0.267327 	 0.255874 	 0.255889 	 -2.249000
0.277228 	 0.264370 	 0.264385 	 -2.251059
0.287129 	 0.272748 	 0.272763 	 -2.253113
0.297030 	 0.281003 	 0.281019 	 -2.255162
0.306931 	 0.289129 	 0.289145 	 -2.257207
0.316832 	 0.297119 	 0.297136 	 -2.259247
0.326733 	 0.304968 	 0.304985 	 -2.261282
0.336634 	 0.312669 	 0.312686 	 -2.263313
0.346535 	 0.320217 	 0.320234 	 -2.265339
0.356436 	 0.327603 	 0.327621 	 -2.267361
0.366337 	 0.334822 	 0.334840 	 -2.269378
0.376238 	 0.341866 	 0.341884 	 -2.271390
0.386139 	 0.348729 	 0.348748 	 -2.273398
0.396040 	 0.355404 	 0.355422 	 -2.275401
0.405941 	 0.361882 	 0.361901 	 -2.277400
0.415842 	 0.368157 	 0.368177 	 -2.279394
0.425743 	 0.374221 	 0.374241 	 -2.281383
0.435644 	 0.380067 	 0.380086 	 -2.283368
0.445545 	 0.385685 	 0.385705 	 -2.285348
0.455446 	 0.391069 	 0.391089 	 -2.287323
0.465347 	 0.396209 	 0.396229 	 -2.289294
0.475248 	 0.401097 	 0.401118 	 -2.291260
0.485149 	 0.405725 	 0.405746 	 -2.293221
0.495050 	 0.410084 	 0.410105 	 -2.295178
0.504950 	 0.414164 	 0.414185 	 -2.297130
0.514851 	 0.417957 	 0.417978 	 -2.299078
0.524752 	 0.421454 	 0.421475 	 -2.301021
0.534653 	 0.424643 	 0.424664 	 -2.302959
0.544554 	 0.427517 	 0.427538 	 -2.304893
0.554455 	 0.430064 	 0.430085 	 -2.306822
0.564356 	 0.432275 	 0.432296 	 -2.308746
0.574257 	 0.434139 	 0.434161 	 -2.310666
0.584158 	 0.435646 	 0.435668 	 -2.312581
0.594059 	 0.436785 	 0.436806 	 -2.314492
0.603960 	 0.437545 	 0.437566 	 -2.316398
0.613861 	 0.437914 	 0.437936 	 -2.318299
0.623762 	 0.437882 	 0.437903 	 -2.320196
0.633663 	 0.437436 	 0.437457 	 -2.322088
0.643564 	 0.436565 	 0.436586 	 -2.323976
0.653465 	 0.435256 	 0.435277 	 -2.325858
0.663366 	 0.433498 	 0.433518 	 -2.327737
0.673267 	 0.431277 	 0.431297 	 -2.329610
0.683168 	 0.428580 	 0.428600 	 -2.331479
0.693069 	 0.425396 	 0.425415 	 -2.333344
0.702970 	 0.421709 	 0.421729 	 -2.335203
0.712871 	 0.417507 	 0.417526 	 -2.337058
0.722772 	 0.412776 	 0.412795 	 -2.338909
0.732673 	 0.407501 	 0.407520 	 -2.340755
0.742574 	 0.401669 	 0.401687 	 -2.342596
0.752475 	 0.395264 	 0.395282 	 -2.344433
0.762376 	 0.388271 	 0.388289 	 -2.346265
0.772277 	 0.380676 	 0.380693 	 -2.348092
0.782178 	 0.372463 	 0.372480 	 -2.349915
0.792079 	 0.363616 	 0.363632 	 -2.351734
0.801980 	 0.354118 	 0.354134 	 -2.353547
0.811881 	 0.343955 	 0.343970 	 -2.355356
0.821782 	 0.333107 	 0.333122 	 -2.357161
0.831683 	 0.321560 	 0.321574 	 -2.358961
0.841584 	 0.309295 	 0.309308 	 -2.360756
0.851485 	 0.296294 	 0.296307 	 -2.362547
0.861386 	 0.282541 	 0.282553 	 -2.364333
0.871287 	 0.268015 	 0.268027 	 -2.366115
0.881188 	 0.252700 	 0.252711 	 -2.367892
0.891089 	 0.236575 	 0.236585 	 -2.369664
0.900990 	 0.219622 	 0.219631 	 -2.371432
0.910891 	 0.201820 	 0.201829 	 -2.373195
0.920792 	 0.183150 	 0.183158 	 -2.374954
0.930693 	 0.163591 	 0.163598 	 -2.376708
0.940594 	 0.143123 	 0.143129 	 -2.378457
0.950495 	 0.121724 	 0.121729 	 -2.380202
0.960396 	 0.099372 	 0.099376 	 -2.381943
0.970297 	 0.076047 	 0.076050 	 -2.383679
0.980198 	 0.051725 	 0.051727 	 -2.385410
0.990099 	 0.026384 	 0.026385 	 -2.387137
