0.000999001	0.000999329	0.000999	0.0328503
0.001998	0.00199865	0.001998	0.0328387
0.002997	0.00299797	0.00299699	0.0328466
0.003996	0.00399728	0.00399597	0.0328389
0.004995	0.00499658	0.00499494	0.0328344
0.00599401	0.00599587	0.0059939	0.0328392
0.00699301	0.00699513	0.00699284	0.0328428
0.00799201	0.00799438	0.00799175	0.0328514
0.00899101	0.0089936	0.00899064	0.0328478
0.00999001	0.00999279	0.00998951	0.032845
0.010989	0.010992	0.0109883	0.0328428
0.011988	0.0119911	0.0119871	0.0328488
0.012987	0.0129902	0.0129859	0.0328612
0.013986	0.0139892	0.0139846	0.0328652
0.014985	0.0149882	0.0149833	0.0328626
0.015984	0.0159872	0.015982	0.0328545
0.016983	0.0169861	0.0169805	0.032853
0.017982	0.017985	0.0179791	0.0328518
0.018981	0.0189838	0.0189776	0.0328508
0.01998	0.0199825	0.019976	0.0328593
0.020979	0.0209812	0.0209743	0.0328493
0.021978	0.0219799	0.0219726	0.0328488
0.022977	0.0229784	0.0229709	0.0328404
0.023976	0.0239769	0.023969	0.0328405
0.024975	0.0249753	0.0249671	0.0328556
0.025974	0.0259736	0.0259651	0.0328696
0.026973	0.0269719	0.026963	0.0328897
0.027972	0.0279701	0.0279609	0.032895
0.028971	0.0289682	0.0289586	0.032913
0.02997	0.0299662	0.0299563	0.0329174
0.030969	0.0309641	0.0309539	0.0329277
0.031968	0.0319619	0.0319513	0.0329374
0.032967	0.0329596	0.0329487	0.0329466
0.033966	0.0339572	0.033946	0.0329335
0.034965	0.0349547	0.0349432	0.0329532
0.035964	0.0359521	0.0359402	0.0329511
0.036963	0.0369493	0.0369372	0.0329493
0.037962	0.0379465	0.037934	0.032928
0.038961	0.0389435	0.0389307	0.0329079
0.03996	0.0399404	0.0399273	0.0328982
0.040959	0.0409372	0.0409237	0.0328801
0.041958	0.0419338	0.0419201	0.0328806
0.042957	0.0429304	0.0429163	0.0328726
0.043956	0.0439267	0.0439123	0.032882
0.044955	0.044923	0.0449082	0.0328744
0.045954	0.0459191	0.045904	0.0328836
0.046953	0.0469151	0.0468996	0.0329004
0.047952	0.0479109	0.0478951	0.0329088
0.048951	0.0489065	0.0488905	0.032917
0.04995	0.0499021	0.0498856	0.0329399
0.050949	0.0508974	0.0508806	0.0329766
0.0519481	0.0518926	0.0518755	0.0329833
0.0529471	0.0528876	0.0528702	0.033004
0.0539461	0.0538825	0.0538647	0.033024
0.0549451	0.0548771	0.054859	0.0330502
0.0559441	0.0558716	0.0558532	0.0330688
0.0569431	0.056866	0.0568472	0.0330935
0.0579421	0.0578601	0.057841	0.033111
0.0589411	0.0588541	0.0588346	0.033128
0.0599401	0.0598478	0.059828	0.0331321
0.0609391	0.0608414	0.0608212	0.0331362
0.0619381	0.0618347	0.0618142	0.0331402
0.0629371	0.0628279	0.0628071	0.0331442
0.0639361	0.0638208	0.0637997	0.0331424
0.0649351	0.0648136	0.0647921	0.0331407
0.0659341	0.0658061	0.0657843	0.0331505
0.0669331	0.0667984	0.0667763	0.033149
0.0679321	0.0677905	0.067768	0.0331476
0.0689311	0.0687824	0.0687596	0.0331464
0.0699301	0.069774	0.0697509	0.0331346
0.0709291	0.0707654	0.070742	0.0331444
0.0719281	0.0717566	0.0717328	0.0331435
0.0729271	0.0727476	0.0727235	0.0331326
0.0739261	0.0737383	0.0737138	0.0331423
0.0749251	0.0747287	0.074704	0.0331319
0.0759241	0.0757189	0.0756938	0.0331317
0.0769231	0.0767089	0.0766835	0.0331316
0.0779221	0.0776986	0.0776729	0.0331125
0.0789211	0.078688	0.078662	0.0331223
0.0799201	0.0796772	0.0796508	0.0331227
0.0809191	0.0806661	0.0806394	0.0331047
0.0819181	0.0816547	0.0816277	0.0330872
0.0829171	0.0826431	0.0826158	0.0330793
0.0839161	0.0836312	0.0836036	0.0330628
0.0849151	0.084619	0.084591	0.0330644
0.0859141	0.0856065	0.0855782	0.0330399
0.0869131	0.0865937	0.0865652	0.0330161
